news_id,type,symbol,text,logit,prediction,sentiment_score
1437,Summary,VHM,a private source says capitaLand is negotiating to buy assets worth $ 1.5 billion from Vinhomes (stock code: VHM) the deal will mark as one of the largest real estate transactions in Southeast Asia in the past few years .,"[0.6392925381660461, 0.010519159026443958, 0.35018837451934814]",positive,0.6287734
1438,Summary,VHM,"vinhomes completed the purchase of 96% of the shares in the west hanoi student company from partners . after the deal, west hanoi students became a subsidiary of Vinhomes . at the buying day, Cam Ranh salt is having a land lease contract in Khanh Hoa province .","[0.08624090999364853, 0.01001468300819397, 0.9037443995475769]",neutral,0.07622623
1439,Summary,VHM,"supply of new apartments in both Ho Chi Minh City and Hanoi in the fourth quarter of 2022 decreased by 81% . secondary price of real estate in the quarter passed in Ho Chi Minh City but decreased by 8% . the risk of losing high debt solvency, many investors have failed in the first ""test""","[0.011279278434813023, 0.9690834283828735, 0.019637344405055046]",negative,-0.95780414
1440,Summary,VHM,"unspoiled sales of Vinhomes (Code: VHM) reached 107,600 billion by the end of 2022 . the Empire project started construction in the beginning of 2022, handed over to customers from September 2022 . the crown is expected to accelerate the construction progress to hand over from the third quarter of 2023 .","[0.3804131746292114, 0.009888256900012493, 0.6096985936164856]",neutral,0.3705249
1441,Summary,VHM,"group of real estate companies (real estate) can be said to be most ""hurt"" object today . interest expense ""consumes"" up to 83% of gross profit generated from business activities . compared to the gross profit from selling goods and services in the year, interest expenses account for only 7% .","[0.024837205186486244, 0.923633337020874, 0.05152950808405876]",negative,-0.89879614
1442,Summary,VHM,"vingroup has just announced the transfer of shares at the legal entity of Village Investment and Development JSC (Village Company) from Vinhomes (Code: VHM) the transfer value is not specified . according to the announcement, after transfer of shares to the parent company Vingroup, Vinhomes continues to implement Van Van project according to existing plans .","[0.05818270146846771, 0.010172889567911625, 0.9316443800926208]",neutral,0.048009813
1443,Summary,VHM,"the current real estate market has outstanding obstacles of legal procedures . real estate is an important field related to many manufacturing and business industries . if difficulties continue to last without timely solutions, many real estate businesses will have to close .","[0.011451163329184055, 0.8889729380607605, 0.09957597404718399]",negative,-0.87752175
1444,Summary,VHM,"foreign investors have suddenly bought strongly in Vietnam's stock market since the end of 2022 . the trend has been maintained in early 2023 even though the speed and intensity have been slowing down . the ""massive"" return of the foreign investors and the ETF wave exploded at the end of 2022 .","[0.606070876121521, 0.1849840134382248, 0.2089451253414154]",positive,0.42108685
1445,Summary,VHM,"vinhomes (VHM), FPT Retail (FRT) and FPT (FPT) are the three most growth businesses in the number of personnel in 2022 up to the present time . the number of personnel of the mobile world (MWG) still increases 2,730 people .","[0.15345288813114166, 0.015134087763726711, 0.8314130306243896]",neutral,0.1383188
1446,Summary,VHM,"in the fourth quarter of 2022, Vinhomes sold 1,098 apartments, down 93% compared to the third quarter . in 2022, Vinhomes sold 30,900 apartments, down 21% compared to the previous year . the company expects the market sales will recover after these issues are overcome .","[0.010529895313084126, 0.9730220437049866, 0.01644800417125225]",negative,-0.96249217
1447,Summary,VHM,"if revenue from business cooperation contracts and real estate transfer are recorded in financial income, the total consolidated net revenue is converted to VND 81,406 billion . Vinhomes has 62,151 billion of unfinished assets, up 138% compared to the beginning of the year .","[0.9126042127609253, 0.013130951672792435, 0.07426484674215317]",positive,0.89947325
1448,Summary,VHM,"vinhomes achieved a total consolidated net revenue of VND 31,193 billion . this is an increase of 34% over the same period in 2021 . the total consolidated net revenue reached VND 62,392 billion in 2022 .","[0.9378563165664673, 0.011100025847554207, 0.05104365944862366]",positive,0.92675626
1449,Summary,VHM,the stock market in 2022 has undergone a long decline of 7 months from April . many businesses recorded capitalization decreased from tens of thousands to hundreds of trillion dongs from the beginning of the year to December 2 .,"[0.00812167301774025, 0.9740981459617615, 0.017780184745788574]",negative,-0.9659765
1450,Summary,VHM,vinhomes announced business results with net revenue by 13.9% over the same period . net profit increased by 29.8% to 14.5 trillion dong . accumulated net profit in 9 months 2022 by 27.3% over the same period .,"[0.9547526836395264, 0.015509407967329025, 0.029737889766693115]",positive,0.93924326
1451,Summary,VHM,"Vinhomes has just published information about receiving 99% of shares in Cam Ranh salt JSC . after completing the transfer of shares, Vinhomes became the parent company of Cam Ranh salt JSC . since 2000, the company has moved to a joint stock company model and has been leased land by the provincial People's Committee .","[0.05449733883142471, 0.011835542507469654, 0.9336671233177185]",neutral,0.042661797
1452,Summary,VHM,"Vinhomes received 99% of the shares of Vingroup- JSC in Vincons Construction and Investment Joint Stock Company . after completing the transfer of shares, Vinhomes will officially become the parent company of Vincons .","[0.10557074844837189, 0.008039223961532116, 0.8863900303840637]",neutral,0.09753153
1453,Summary,VHM,"the top 10 is holding 273.6 trillion dong (equivalent to 11.4 billion USD) the amount of deposits of more than 3 months under 12 months soared compared to the beginning of the year . in the last 3rd quarter, Hoa Phat surprised with a loss of more than VND 1,700 billion .","[0.2371756136417389, 0.71662437915802, 0.0461999736726284]",negative,-0.47944877
1454,Summary,VHM,"vinhomes's consolidated net revenue reached 17,805 billion VND, the total consolidated profit after tax of the parent company reached 14,494 billion VND, up 30% over the same period . the result is mainly thanks to the start of 1,300 low -rise real estate units at the Vinhomes Ocean Park 2 project - The Empire after 5 months of commencement .","[0.9460558295249939, 0.01217335369437933, 0.04177086427807808]",positive,0.9338825
1455,Summary,VHM,công b Báo cáo tài chnh Qu III/2022 vi doanh thu và li nhun u tang trng mnh so vi cùng k nam 2021 . nhà phát trin BS ln nht th,"[0.07656847685575485, 0.030884455889463425, 0.892547070980072]",neutral,0.04568402
1456,Summary,VHM,"total consolidated net revenue recorded in the third quarter of 2022 reached VND 17,805 billion . start of 1,300 low -rise real estate units at the Vinhomes Ocean Park 2 project - The Empire set a new record in the real estate market .","[0.8484508395195007, 0.010278874076902866, 0.14127030968666077]",positive,0.83817196
1457,Summary,VHM,"vinhomes joint stock company (code: VHM) has just announced a plan to cooperate with VMI Real Estate Management and Investment Joint Stock Company . the content of cooperation includes: Firstly, VMI will sign a real estate purchase contract at projects invested by Vinhomes or subsidiaries of Vinhomes as a business . Secondly, Vinhomes and Vinhomes's subsidiaries offer a ""safe investment"" package to customers who buy real estate at projects invested by these units via VMI .","[0.1717073917388916, 0.008888499811291695, 0.8194040656089783]",neutral,0.1628189
1458,Summary,VHM,"li nhun sau thu (LNST) ca CTCP Vinhomes (mVHM) ch yu do phn ln các d án nh Vinhomes Ocean Park, Smart City và Grand Park . ch bt u mang li li nhun t nam 20","[0.1186584010720253, 0.010768964886665344, 0.8705726265907288]",neutral,0.107889436
1459,Summary,VHM,"có cuc trao i vi ông Phan Thành Long, Tng Giám c Công ty C phn l và u t Bt ng sn VMI (VMI JSC)  làm r vn  này . ng là sn phm c","[0.09298702329397202, 0.015844617038965225, 0.8911683559417725]",neutral,0.0771424
1460,Summary,VHM,"VN-Index has a third consecutive reduction in a lot of affected information . the average total trading value is only VND 14,044 billion/session . domestic individuals have the fifth consecutive net buying on HOSE .","[0.01476404070854187, 0.9556779861450195, 0.029557930305600166]",negative,-0.9409139
1461,Summary,VHM,"the stock market continues to go down during the trading week from September 12-16 . at the end of the trading week, VN-Index stood at 1,234.03 points, down 14.75 points . foreign organizations and foreign investors continue to maintain a net selling state .","[0.007985986769199371, 0.9613642692565918, 0.03064972534775734]",negative,-0.95337826
1462,Summary,VHM,vinhomes and Novaland have liabilities/total assets of over 50% . investors should also pay attention to the balance of the payables with signs of sudden increase in abnormalities or accounting for too large proportion .,"[0.03792154788970947, 0.5163015723228455, 0.44577690958976746]",negative,-0.47838002
1463,Summary,VHM,"nhn nh hin nay các c phiu ngành BS ang giao dch quanh mc P/B khong 2,5x . tng ng mc P/B chung toàn ngành khong 3,5x, nhóm c phiu ngàn","[0.03769516199827194, 0.019263502210378647, 0.9430413246154785]",neutral,0.01843166
1464,Summary,VHM,"in the first 6 months of 2022, about 5,300 low -rise apartments were opened for sale to individual customers in late April 2022 . VCSC forecasts the annual sales of 2022 (excluding the value of construction service contracts) will reach 90,000 billion VND (an increase of 14% over the same period)","[0.9281930923461914, 0.010206497274339199, 0.06160041317343712]",positive,0.9179866
